ref_ceh;nom_embalse;serv;comentario;muni_id;hoja_id;xutm;yutm;xutm30;yutm30;long;lat;longwgs84;latwgs84;mna;mnne;num_cuenca;nae;naem;xetrs89;yetrs89;cod_saih
5045;AGUASCEBAS;1;;23095;907;504318;4211027;504318;4211027;-25703;380249;-25707;380242;1016.9;1016;5996;32;32;504207;4210820;E02
5046;GUADANUÑO-CERRO MURIANO;1;;14021;902;342189;4209817;342189;4209817;-44752;380118;-44757;380114;513;512;5995;32;32;342078;4209611;E35
5047;MARTIN GONZALO;1;;14043;903;382609;4217139;382609;4217139;-42019;380538;-42024;380533;0;282.4;5994;32;32;382497;4216933;E27
5048;CANALES;1;LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                                                       ;18094;1027;457838;4112859;457838;4112859;-32829;370938;-32834;370934;962.5;958;5230;33;33;457726;4112653;E41
5049;YEGUAS;1;;14043;903;390395;4214185;390395;4214185;-41458;380408;-41502;380401;0;248.5;5136;32;32;390283;4213979;E26
5050;COLOMERA;1;;18051;991;436300;4139738;436300;4139738;-34311;372406;-34316;372401;814.4;812;5250;30;31;436188;4139532;E44
5051;SAN RAFAEL DE NAVALLANA;1;LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ;14021;923;357333;4202737;357333;4202737;-43726;375738;-43731;375733;159.3;158;5162;30;31;357222;4202531;E30
5052;FERNANDINA, LA;1;;23094;884;450142;4226099;450142;4226099;-33409;381053;-33414;381047;454.4;452.5;5084;30;30;450031;4225892;E14
5054;ZUFRE;1;;21079;939;739535;4186977;211225;4188559;-61646;374753;-61651;374749;;250;5366;30;30;211115;4188355;E62
5055;JOSE TORAN;1;;41055;942;281187;4180957;281187;4180957;-52901;374457;-52905;374452;150;147.3;5310;29;30;281076;4180752;E54
5056;HUESNA;1;;41033;941;263555;4183888;263555;4183888;-54104;374618;-54108;374612;277.6;275.5;5334;29;30;263444;4183683;E56
5058;AGRIO;1;;41013;961;740054;4157594;209890;4159192;-61659;373203;-61703;373156;108.6;106.5;5396;28;29;209779;4158988;E67
5059;FRESNEDA, LA (AZUD);0;INT 2008                                                                                                                ;13098;837;440825;4274642;440825;4274642;-34047;383704;-34052;383659;0;717;5108;16;17;440714;4274435;
5060;SAN CLEMENTE;1;;18098;929;531094;4190351;531094;4190351;-23848;375134;-23852;375130;1061.5;1061;5015;28;29;530983;4190144;E03
5061;PUEBLA DE CAZALLA;1;;41077;1021;300822;4111822;300822;4111822;-51432;370751;-51437;370747;274.1;271.6;5316;27;28;300710;4111617;E55
5062;GUADALMELLATO;1;;14001;902;353160;4211980;353160;4211980;-44024;380235;-44028;380249;211.5;211.5;5162;63;77;353049;4211774;E29
5066;VADOMOJON;1;LOS DATOS DE 2008-09 ESTAN PENDIENTES DE REVISION                                                                       ;14007;967;391886;4166654;391886;4166654;-41331;373824;-41336;373820;365.4;363.5;5178;25;26;391774;4166448;E32
5068;FRANCISCO ABELLAN-PEÑON DE LOS GITANOS;1;;18154;1010;477454;4129811;477454;4129811;-31516;371851;-31521;371846;957.6;955;5033;22;24;477342;4129605;E07
5070;GIRIBAILE;1;;23046;906;455366;4215928;455366;4215928;-33032;380522;-33037;380517;349.7;345.5;5074;25;26;455254;4215722;E16
5071;PORTILLO, EL;1;;18046;950;518824;4184456;518824;4184456;-24710;374824;-24715;374820;;915.5;5025;20;21;518713;4184249;E04
5108;VIBORAS;1;LOS DATOS DE 2005-06 SON PROVISIONALES SUJETOS A REVISION                                                               ;23060;968;410841;4166460;410841;4166460;-40038;373825;-40043;373821;;544;5177;16;17;410729;4166254;E31
5123;FRESNEDA;1;;13098;837;445265;4268184;445265;4268184;-33742;383335;-33746;383331;717;717;5108;13;14;445154;4267977;E21
5125;MELONARES, LOS;1;;41073;940;246009;4179157;246009;4179157;-55254;374326;-55259;374321;;82;5350;13;13;245898;4178952;E58
5139;ARENOSO;1;LOS DATOS DE 2009-10 ESTAN PENDIENTES DE REVISION                                                                       ;14043;903;373607;4209332;373607;4209332;-42624;380120;-42624;380120;209;;5148;14;14;373495;4209126;E28
5140;SILES;1;;23082;865;533871;4250946;533871;4250946;-23644;382420;-23648;382415;0;702.3;5060;6;6;533760;4250739;E08
