indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,demarcacion
1588,"SOBRAL, O                          ",,1,177,318,185,88.0,,13,13,0,1369,36053,536637,4687865,42307,4702739,-83319,422029,-83324,422025,,42195,4702532,,GALICIA_COSTA
1593,CARIDE                             ,,1,31,266,223,30.0,,13,12,0,1926,36057,525273,4674708,30011,4690383,-84138,421324,-84143,421320,,29899,4690176,,GALICIA_COSTA
1594,A PONTE                            ,,1,64,146,261,15.0,,13,13,0,1925,36021,518788,4662294,22648,4678424,-84622,420642,-84627,420638,,22536,4678217,,GALICIA_COSTA
1595,BOUZAS                             ,,1,17,146,261,30.0,,13,12,0,1924,36003,515127,4661694,18944,4678081,-84901,420623,-84907,420619,,18832,4677874,,GALICIA_COSTA
1920,PORTOMOURO                         ,INT 1987. HASTA EL AÑO HIDROLÓGICO 1986-87 EL INDICATIVO ERA 1520     ,0,95,96,94,162.0,569.0,42,42,13,1325,15088,528592,4757029,39185,4772479,-83858,425753,-83903,425748,,39073,4772273,,GALICIA_COSTA
1940,RIBERAS DEL SOR                    ,INT 1987. HASTA EL AÑO HIDROLÓGICO 1986-87 EL INDICATIVO ERA 1440     ,0,169,189,2,52.0,757.0,18,18,17,1252,27064,604367,4837108,120693,4847062,-74219,434044,-74224,434040,,120581,4846857,,GALICIA_COSTA
5001,ARROYO MARIA                       ,,1,583,54970,887,538.0,2105.0,78,88,9,5003,23097,514481,4225901,514481,4225901,-25005,381049,-25009,381045,"MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2012-13, 2013-14 Y 2016-17 PENDIENTES DE REVISION           ",514369,4225694,A40,GUADALQUIVIR
5002,PUENTE CERRADA                     ,INT 1994                                                              ,0,1330,54970,927,341.0,2105.0,63,73,14,5009,23092,480561,4199938,480561,4199938,-31316,375646,-31321,375642,,480450,4199732,,GUADALQUIVIR
5003,PEDRO MARIN (CALANCHA)             ,INT 1995                                                              ,0,8415,54970,927,315.0,3139.0,62,72,7,5053,23902,463835,4195945,463835,4195945,-32441,375435,-32445,375431,,463723,4195739,,GUADALQUIVIR
5004,MENGIBAR                           ,,1,16166,54970,926,240.0,3139.0,92,101,20,5099,23061,429912,4204575,429912,4204575,-34753,375908,-34758,375903,"MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11, 2013-14 Y 2016-17 PENDIENTES DE REVISION           ",429800,4204369,A08,GUADALQUIVIR
5006,PEÑAFLOR                           ,INT 1973                                                              ,0,40252,54970,942,50.0,3478.0,40,50,3,5307,14049,294530,4174562,294530,4174562,-51949,374141,-51954,374136,,294419,4174357,,GUADALQUIVIR
5007,PALMA DEL RIO                      ,INT 1982                                                              ,0,31676,54970,942,50.0,,13,13,0,5225,14049,298367,4177137,298367,4177137,-51715,374307,-51720,374303,,298256,4176932,,GUADALQUIVIR
5008,CANTILLANA                         ,INT 1995                                                              ,0,44002,54970,963,12.0,3478.0,45,49,0,5337,41023,250240,4164250,250240,4164250,-54943,373527,-54948,373523,,250129,4164045,,GUADALQUIVIR
5012,"DOCTOR, EL                         ",,1,28,2275,929,1064.0,2128.0,79,88,12,5013,18098,529080,4193373,529080,4193373,-24010,375312,-24014,375308,MAXIMOS DE 2000-01 A 2004-05 Y 02_2015  Y DATOS 2016-17 PENDIENTES DE REVISION                      ,528969,4193166,,GUADALQUIVIR
5014,BALLESTEROS                        ,,1,259,2275,950,982.0,,37,45,9,5015,18098,530468,4189548,530468,4189548,-23913,375108,-23917,375104,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,530357,4189341,,GUADALQUIVIR
5016,VALCHILLON                         ,,1,2420,2425,944,94.0,,36,36,0,5192,14021,341284,4187620,341284,4187620,-44812,374918,-44816,374913,DATOS DE 2010-11 Y 2013-14 PENDIENTES DE REVISION                                                   ,341173,4187414,A14,GUADALQUIVIR
5017,"ORIGINAL, LA                       ",INT 2005                                                              ,0,120,930,929,850.0,,45,54,4,5025,18046,519306,4183354,519306,4183354,-24651,374748,-24655,374744,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,519195,4183147,,GUADALQUIVIR
5018,MANZANO                            ,INT 1926                                                              ,0,5270,7181,971,540.0,,15,15,0,5044,18064,499348,4161187,499348,4161187,-30027,373550,-30031,373545,                                                                                                    ,499237,4160980,,GUADALQUIVIR
5019,NEGRATIN                           ,,1,4144,7181,971,584.0,2381.0,70,73,16,5028,18064,503805,4157325,503805,4157325,-25725,373344,-25729,373340,DE 2000-01 A 04-05 MAX. PENDIENTES DE REVISION. MAX. INST. 1954-55 CORREGIDO. 2016-17 EN REVISION   ,503694,4157118,A26,GUADALQUIVIR
5020,PINOS-GENIL                        ,,1,178,8415,1027,783.0,,45,45,5,5230,18157,456348,4113233,456348,4113233,-32930,370950,-32934,370945,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,456236,4113027,A23,GUADALQUIVIR
5021,QUENTAR                            ,,1,51,140,1010,1060.0,2329.0,29,29,4,5231,18168,462351,4119622,462351,4119622,-32528,371318,-32532,371314,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,462239,4119416,,GUADALQUIVIR
5023,POSITO                             ,,1,6349,7181,927,383.0,3139.0,65,74,14,5050,23092,481500,4192873,481500,4192873,-31237,375257,-31242,375253,MAXIMOS 05_2015 Y 06_2015 PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION                         ,481389,4192667,A13,GUADALQUIVIR
5024,HORNO DEL VIDRIO                   ,,1,136,310,948,697.0,,43,52,3,5052,23015,468431,4177939,468431,4177939,-32130,374451,-32135,374447,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION                      ,468320,4177733,,GUADALQUIVIR
5025,LLANO DE VELA                      ,,1,1240,1243,886,489.0,1675.0,74,84,19,5071,23029,505089,4241265,505089,4241265,-25630,381908,-25635,381903,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 PENDIENTES DE REVISION                              ,504977,4241058,A24,GUADALQUIVIR
5027,RUINAS DE PUENTE                   ,,1,334,733,885,285.0,,51,59,13,5084,23076,453083,4221547,453083,4221547,-33207,380824,-33212,380819,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,452972,4221340,A41,GUADALQUIVIR
5028,ARIZA                              ,INT 1994                                                              ,0,2659,5190,906,330.0,1809.0,48,57,13,5074,23092,468672,4219906,468672,4219906,-32127,380733,-32131,380729,,468560,4219700,,GUADALQUIVIR
5029,MENGIBAR GUADALBULLON              ,,1,1111,1112,926,240.0,2167.0,93,103,16,5098,23061,431520,4203455,431520,4203455,-34647,375832,-34652,375827,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 PENDIENTES DE REVISION                              ,431408,4203249,A07,GUADALQUIVIR
5031,"HERRADURA, LA                      ",INT 2006                                                              ,0,3903,811,903,178.0,,28,35,0,5136,23059,390218,4213612,390218,4213612,-41505,380347,-41510,380342,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,390106,4213406,,GUADALQUIVIR
5038,PUENTE BLANQUEO                    ,INT 1996                                                              ,0,139,140,1027,760.0,2329.0,48,58,10,5231,18157,454279,4113325,454279,4113325,-33054,370953,-33058,370948,                                                                                                    ,454167,4113119,,GUADALQUIVIR
5039,CENTRAL DIECHAR                    ,,1,48,95,1027,1254.0,3392.0,68,76,7,5235,18134,458125,4107967,458125,4107967,-32817,370659,-32821,370655,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,458013,4107761,,GUADALQUIVIR
5040,PUENTE CUBILLAS                    ,INT 1960                                                              ,0,620,1415,1009,630.0,,21,30,7,5247,18022,439124,4125635,439124,4125635,-34112,371629,-34116,371624,,439012,4125429,,GUADALQUIVIR
5041,MOLINO DEL TUERTO                  ,,1,246,335,991,684.0,1662.0,46,51,3,5250,18051,437870,4134248,437870,4134248,-34205,372108,-34210,372104,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,437758,4134042,A48,GUADALQUIVIR
5042,PINOS-PUENTE                       ,,1,357,368,1009,561.0,1561.0,61,70,16,5254,18158,431926,4124053,431926,4124053,-34604,371536,-34608,371531,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS DE 2013-14 PENDIENTES DE REVISON         ,431814,4123847,,GUADALQUIVIR
5043,BENALUA DE LAS VILLAS              ,INT 2009                                                              ,0,142,154,991,824.0,,13,13,3,5249,18028,439557,4142921,439557,4142921,-34059,372550,-34104,372545,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,439445,4142715,,GUADALQUIVIR
5044,CACIN                              ,INT 1970                                                              ,0,340,581,1025,662.0,,30,37,9,5269,18013,417007,4105866,417007,4105866,-35602,370541,-35607,370537,,416895,4105660,,GUADALQUIVIR
5045,LOJA                               ,,1,4210,8415,1008,443.0,3478.0,96,106,23,5276,18122,396540,4115132,396540,4115132,-40955,371035,-41000,371030,MAXIMOS DE 2000-01 A 2004-05. DATOS DE 2010-11 Y 2013-14 PENDIENTES DE REVISION                     ,396428,4114926,A15,GUADALQUIVIR
5046,IZNAJAR                            ,INT 1962                                                              ,0,4689,8415,1007,301.0,,22,32,17,5286,14058,376857,4126361,376857,4126361,-42320,371630,-42325,371626,,376745,4126155,,GUADALQUIVIR
5047,PUENTE-GENIL                       ,INT 2005                                                              ,0,6002,8415,988,169.0,3478.0,82,92,20,5294,14056,342584,4139950,342584,4139950,-44642,372332,-44646,372328,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,342472,4139744,,GUADALQUIVIR
5048,ECIJA                              ,INT 2012                                                              ,0,8028,8415,965,104.0,,36,36,5,5306,41039,316591,4159016,316591,4159016,-50435,373334,-54309,373329,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 PENDIENTES DE REVISION                              ,316479,4158811,A17,GUADALQUIVIR
5049,PANTANO COLOMERA (A. ARRIBA)       ,,1,69,335,991,817.0,,25,25,5,5248,18051,435616,4143292,435616,4143292,-34340,372601,-34344,372556,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,435504,4143086,,GUADALQUIVIR
5050,GÜEJAR-SIERRA                      ,,1,163,8415,1027,970.0,3482.0,25,25,3,5230,18094,461526,4112281,461526,4112281,-32600,370920,-32604,370915,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,461414,4112075,,GUADALQUIVIR
5051,JEREZ DEL MARQUESADO               ,,1,18,19,1027,1516.0,3144.0,27,27,5,5999,18108,482447,4111754,482447,4111754,-31152,370905,-31156,370901,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,482335,4111548,,GUADALQUIVIR
5052,LANTEIRA                           ,,1,11,32,1028,1596.0,2784.0,27,27,4,5998,18117,488187,4109663,488187,4109663,-30759,370758,-30803,370753,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,488075,4109457,A42,GUADALQUIVIR
5053,"GERGAL, EL                         ",INT 1978                                                              ,0,1736,2020,962,45.0,1110.0,32,32,15,5368,41049,760876,4165117,231126,4165373,-60243,373544,-62407,373540,,231015,4165169,,GUADALQUIVIR
5054,DOCTOR JURENA                      ,INT 1994                                                              ,0,90,210,930,1060.0,,20,20,0,5019,18098,545035,4194605,545035,4194605,-22916,375350,-22920,375346,,544923,4194398,,GUADALQUIVIR
5056,GERENA                             ,,1,240,1281,961,52.0,,31,30,3,5393,41045,748488,4156904,218237,4157966,-61118,373130,-61122,373126,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,218126,4157762,,GUADALQUIVIR
5057,GUADAIRA ENCAUZAMIENTO             ,,1,1318,1330,984,15.0,587.0,62,61,15,5388,41091,237993,4138359,237993,4138359,-55729,372116,-55734,372111,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,237882,4138155,,GUADALQUIVIR
5058,OLVERA                             ,INT 1967                                                              ,0,2546,5190,906,358.0,,19,19,0,5074,23075,477522,4220756,477522,4220756,-31523,380801,-31528,380757,,477410,4220550,,GUADALQUIVIR
5059,ESCUDEROS                          ,INT 1967                                                              ,0,2786,5790,906,306.0,,19,19,0,5074,23094,460484,4218824,460484,4218824,-32703,380657,-32707,380652,,460372,4218618,,GUADALQUIVIR
5060,VADO DE LAS OLLAS                  ,INT 1967                                                              ,0,2868,5190,906,275.0,,19,19,0,5074,23046,454672,4216897,454672,4216897,-33101,380553,-33106,380549,,454560,4216690,,GUADALQUIVIR
5061,RACIONEROS                         ,INT 1995                                                              ,0,8936,54970,926,260.0,3139.0,45,45,0,5059,23050,445771,4200793,445771,4200793,-33702,375709,-33707,375705,,445659,4200587,,GUADALQUIVIR
5062,MENGIBAR                           ,INT 1995                                                              ,0,15511,54970,926,230.0,3139.0,47,47,0,5099,23049,429499,4204302,429499,4204302,-34810,375859,-34815,375854,,429387,4204096,,GUADALQUIVIR
5063,VALTODANO                          ,INT 1995                                                              ,0,16825,54970,904,205.0,3139.0,47,47,0,5107,23005,412735,4208232,412735,4208232,-35939,380101,-35943,380057,,412623,4208026,,GUADALQUIVIR
5064,BATANES                            ,INT 1959                                                              ,0,19555,54970,904,183.0,,11,11,0,5121,23059,399675,4213745,399675,4213745,-40837,380355,-40840,380350,,399563,4213539,,GUADALQUIVIR
5065,MARMOLEJO                          ,INT 1994                                                              ,0,19571,54970,903,177.0,3139.0,66,76,0,5121,23059,397407,4213355,397407,4213355,-41010,380341,-41015,380337,,397295,4213149,,GUADALQUIVIR
5066,CASAS NUEVAS                       ,INT 1994                                                              ,0,20122,54970,903,170.0,3139.0,46,46,0,5131,23059,393400,4209355,393400,4209355,-41252,380130,-41256,380126,,393288,4209149,,GUADALQUIVIR
5067,"VEGA, LA                           ",INT 1994                                                              ,0,21961,54970,903,150.0,,46,46,0,5145,14043,383399,4208357,383399,4208357,-41942,380053,-41946,380049,,383287,4208151,,GUADALQUIVIR
5068,"ISABELA, LA                        ",INT 1959                                                              ,0,21989,54970,903,155.0,,11,11,0,5145,14043,380852,4209270,380852,4209270,-42127,380122,-42131,380117,,380740,4209064,,GUADALQUIVIR
5069,"CARPIO, EL                         ",INT 1994                                                              ,0,22706,54970,924,130.0,3139.0,45,45,0,5149,14050,368935,4204315,368935,4204315,-42932,375835,-42936,375831,,368823,4204109,,GUADALQUIVIR
5070,CORDOBA                            ,INT 1996                                                              ,0,24704,54970,923,86.0,3139.0,55,55,2,5167,14021,344246,4194247,344246,4194247,-44616,375254,-44620,375250,,344135,4194041,,GUADALQUIVIR
5071,POSADAS                            ,INT 1991                                                              ,0,29348,54970,943,77.0,3139.0,30,30,0,5207,14053,317490,4185719,317490,4185719,-50423,374800,-54207,374756,                                                                                                    ,317379,4185513,,GUADALQUIVIR
5072,ALCALA DEL RIO                     ,INT 1995                                                              ,0,46134,54970,962,10.0,3478.0,49,49,0,5355,41005,237015,4156725,237015,4156725,-55832,373110,-55836,373105,,236904,4156521,,GUADALQUIVIR
5073,EMBALSE DE JANDULA                 ,INT 1994                                                              ,0,2158,2480,883,278.0,1312.0,46,49,0,5118,23005,414716,4231203,414716,4231203,-35827,381327,-35832,381322,,414605,4230996,,GUADALQUIVIR
5074,SEVILLA                            ,INT 1965                                                              ,0,48548,54970,984,9.0,,16,16,0,5371,41091,763901,4138145,232427,4138262,-60115,372107,-60119,372102,,232316,4138058,,GUADALQUIVIR
5076,AZNALCAZAR PUENTE                  ,,1,960,1281,1001,21.0,187.0,42,42,2,5399,41012,742986,4132210,211174,4133659,-61531,371815,-61535,371811,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 PENDIENTES DE REVISION                              ,211063,4133455,A22,GUADALQUIVIR
5077,CENTRAL DE CALA                    ,,1,1010,2020,940,80.0,1008.0,70,69,4,5366,41049,752982,4173143,223761,4173888,-60754,374012,-60759,374008,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,223650,4173684,A33,GUADALQUIVIR
5078,CALA                               ,INT 1994                                                              ,0,1019,645,940,78.0,1110.0,44,44,0,5367,41049,752867,4173141,223646,4173893,-60759,374012,-60804,374008,,223535,4173689,,GUADALQUIVIR
5080,PUENTE TOCON                       ,,1,2944,8415,1008,510.0,3478.0,45,44,4,5260,18138,416481,4117922,416481,4117922,-35628,371212,-35632,371208,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS DE 2013-14 PENDIENTES DE REVISON         ,416369,4117716,A20,GUADALQUIVIR
5081,CASTRO DEL RIO                     ,,1,1665,2425,945,205.0,1872.0,44,44,3,5182,14019,367552,4172791,367552,4172791,-43008,374132,-43013,374127,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,367440,4172585,A35,GUADALQUIVIR
5082,VENTA PANTALONES                   ,,1,208,287,968,446.0,1570.0,49,48,3,5177,23060,406057,4166875,406057,4166875,-40353,373837,-40358,373832,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,405945,4166669,A27,GUADALQUIVIR
5083,PUENTE NUEVO                       ,INT 2009                                                              ,0,775,1112,947,380.0,2167.0,40,39,3,5098,23050,434478,4182350,434478,4182350,-34439,374708,-34443,374703,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,434366,4182144,,GUADALQUIVIR
5084,PUENTE JONTOYA                     ,,1,269,319,947,393.0,,43,43,3,5095,23050,433933,4179674,433933,4179674,-34500,374541,-34505,374536,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,433821,4179468,A28,GUADALQUIVIR
5086,DILAR                              ,,1,41,128,1026,957.0,3392.0,51,51,5,5239,18068,451072,4102413,451072,4102413,-33301,370358,-33306,370353,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS DE 2013-14 PENDIENTES DE REVISON         ,450960,4102207,A05,GUADALQUIVIR
5088,RIOFRIO                            ,,1,100,180,1007,492.0,1614.0,42,41,2,5279,18122,392944,4113070,392944,4113070,-41220,370926,-41225,370922,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,392832,4112864,,GUADALQUIVIR
5090,"GUIJO, EL                          ",,1,672,1281,983,31.0,,39,39,3,5397,41087,746534,4147152,215665,4148356,-61249,372616,-61254,372611,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,215554,4148152,A39,GUADALQUIVIR
5091,MOLINO DE CHICORRO                 ,,1,62,141,1008,522.0,1301.0,34,33,2,5281,18012,394922,4130144,394922,4130144,-41109,371841,-41113,371836,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,394810,4129938,,GUADALQUIVIR
5095,TOZAR                              ,,1,168,368,991,756.0,,28,28,5,5254,18132,428937,4135918,428937,4135918,-34809,372200,-34814,372155,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,428825,4135712,,GUADALQUIVIR
5097,PUENTE DE LOS PIEDROS              ,,1,314,523,988,256.0,1476.0,50,49,2,5289,14038,358130,4137339,358130,4137339,-43608,372217,-43613,372212,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,358018,4137133,,GUADALQUIVIR
5100,GRANADA                            ,INT 1989                                                              ,0,525,8415,1009,665.0,,14,14,0,5234,18087,447181,4113913,447181,4113913,-33542,371010,-33546,371006,,447069,4113707,,GUADALQUIVIR
5101,CARR. TORREBLASCOPEDRO             ,,1,5131,5190,905,256.0,1809.0,40,38,2,5086,23085,444226,4208036,444226,4208036,-33807,380104,-33812,380059,DATOS DE 2010-11 PENDIENTES DE REVISION                                                             ,444115,4207829,A06,GUADALQUIVIR
5104,MENGIBAR-GUADIEL                   ,INT 2012                                                              ,0,341,360,905,250.0,648.0,31,31,0,5100,23049,431848,4209759,431848,4209759,-34636,380156,-34640,380152,DATOS DE 2010-11 PENDIENTES DE REVISION                                                             ,431737,4209553,A09,GUADALQUIVIR
5107,MARMOLEJO                          ,INT 2009                                                              ,0,498,503,904,189.0,1298.0,38,38,3,5130,23059,400004,4209987,400004,4209987,-40822,380153,-48206,381409,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,399892,4209781,,GUADALQUIVIR
5111,GUADALMELLATO                      ,INT 1931                                                              ,0,1197,1287,902,183.0,,1,2,0,5162,14047,353160,4211980,353160,4211980,-44024,380235,-44029,380230,,353049,4211774,,GUADALQUIVIR
5113,ALMODOVAR DEL RIO                  ,INT 1978                                                              ,0,27407,54970,943,71.0,3139.0,11,11,0,5193,14005,322453,4186375,322453,4186375,-50100,374825,-50105,374820,,322342,4186169,,GUADALQUIVIR
5121,PRESA DE EL JUDIO                  ,INT 1996                                                              ,0,8098,8415,942,70.0,3478.0,26,26,0,5306,14049,305361,4171783,305361,4171783,-51225,374019,-51230,374015,,305250,4171578,,GUADALQUIVIR
5123,MADREFUENTES                       ,,1,370,388,964,62.0,307.0,35,35,3,5308,14049,292345,4171136,292345,4171136,-52115,373948,-52120,373943,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,292234,4170931,A52,GUADALQUIVIR
5124,LORA DEL RIO                       ,INT 1989                                                              ,0,41305,54970,963,30.0,,4,4,0,5313,41055,277584,4169555,277584,4169555,-53115,373844,-53120,373840,,277473,4169350,,GUADALQUIVIR
5125,CARMONA N-IV                       ,,1,1377,1502,985,53.0,1022.0,43,42,2,5326,41024,272407,4151467,272407,4151467,-53426,372853,-53431,372849,MAXIMOS DE 2000-01 A 2004-05 PENDIENTES DE REVISION                                                 ,272296,4151262,A18,GUADALQUIVIR
5126,GALAPAGAR                          ,INT 2016                                                              ,0,70,79,963,28.0,,26,26,3,5328,41099,262676,4169284,262676,4169284,-54123,373822,-54127,373817,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,262565,4169079,,GUADALQUIVIR
5127,HUESNA                             ,,1,678,682,963,22.0,,45,45,4,5336,41099,258615,4170249,258615,4170249,-54409,373849,-54414,373845,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,258504,4170044,A49,GUADALQUIVIR
5128,PARROSO                            ,,1,128,129,963,19.0,,32,32,3,5335,41099,257978,4169908,257978,4169908,-54435,373838,-54440,373833,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,257867,4169703,,GUADALQUIVIR
5130,"MELONARES, LOS                     ",INT 1996                                                              ,0,1700,1799,940,42.0,,20,20,0,5350,41073,246166,4178359,246166,4178359,-55247,374300,-55252,374256,,246055,4178154,,GUADALQUIVIR
5132,PUENTE SIFON                       ,,1,1239,1330,984,16.0,,37,37,3,5388,41004,242903,4139105,242903,4139105,-55410,372145,-55415,372140,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,242792,4138901,,GUADALQUIVIR
5133,DEHESAS DE GUADIX                  ,,1,403,474,971,665.0,,19,19,0,5045,18064,489734,4160993,489734,4160993,-30659,373543,-30703,373539,DATOS DE 2010-11 PENDIENTES DE REVISION                                                             ,489623,4160787,A03,GUADALQUIVIR
5134,CERRADA DEL UTRERO                 ,,1,65,54970,928,815.0,1937.0,32,32,4,5001,23028,506415,4198346,506415,4198346,-25537,375555,-25542,375551,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,506304,4198139,,GUADALQUIVIR
5135,MOGON                              ,,1,109,110,907,437.0,1830.0,23,23,2,5004,23095,498379,4214276,498379,4214276,-30107,380432,-30111,380428,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION.DATOS 2016-17 EN REVISION                       ,498268,4214069,A44,GUADALQUIVIR
5136,SANTO TOME                         ,,1,185,189,907,418.0,1270.0,29,29,4,5008,23080,490914,4208710,490914,4208710,-30613,380132,-30617,380127,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION.DATOS 2016-17 EN REVISION                       ,490803,4208503,,GUADALQUIVIR
5137,CAMBIL                             ,,1,66,146,947,741.0,2167.0,31,31,4,5091,23018,450188,4169832,450188,4169832,-33353,374025,-33358,374021,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,450076,4169626,,GUADALQUIVIR
5138,PUERTOLLANO                        ,,1,228,338,836,644.0,1094.0,29,29,5,5109,13071,411442,4279671,411442,4279671,-40104,383938,-40109,383934,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,411331,4279464,A29,GUADALQUIVIR
5140,VILLANUEVA DE LAS TORRES           ,,1,1685,1718,971,658.0,,52,55,4,5043,18064,490808,4154409,490808,4154409,-30615,373210,-30619,373205,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 Y 2016-17 PENDIENTES DE REVISION                    ,490697,4154202,A02,GUADALQUIVIR
5141,MONTORO                            ,INT 2006                                                              ,0,407,408,903,156.0,823.0,20,20,2,5148,14043,374733,4211493,374733,4211493,-42539,380231,-42543,380226,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,374621,4211287,,GUADALQUIVIR
5142,PORCUNA                            ,,1,670,810,924,229.0,,37,37,3,5140,23069,393330,4192940,393330,4192940,-41246,375238,-41251,375233,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION                      ,393218,4192734,A11,GUADALQUIVIR
5144,CASARICHE                          ,,1,164,301,1006,283.0,,34,34,3,5293,41026,343928,4129273,343928,4129273,-44539,371747,-44543,371743,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 Y 2016-17 PENDIENTES DE REVISION                    ,343816,4129068,A30,GUADALQUIVIR
5145,"PEDROSO, EL                        ",,1,297,682,920,291.0,,33,33,5,5332,41073,259654,4193270,259654,4193270,-54354,375117,-54359,375112,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION                      ,259543,4193065,A12,GUADALQUIVIR
5146,PUEBLA DE CAZALLA                  ,,1,476,1502,1004,180.0,,35,34,3,5318,41077,296723,4113053,296723,4113053,-51719,370828,-51724,370824,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION                      ,296611,4112848,A31,GUADALQUIVIR
5147,ZUFRE                              ,,1,584,2019,918,279.0,1008.0,26,25,5,5364,21079,728962,4195586,201223,4197833,-62348,375242,-62353,375238,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION. DATOS 2016-17 EN REVISION                      ,201113,4197629,A50,GUADALQUIVIR
5149,"CABRIL, EL                         ",INT 2009                                                              ,0,875,1937,900,241.0,,2,2,0,5216,14036,288412,4214639,288412,4214639,-52441,380315,-52446,380310,,288301,4214434,,GUADALQUIVIR
5150,"ROCIO, EL                          ",,1,416,416,1018,7.0,,20,18,0,5404,21005,722756,4111995,189695,4114765,-62933,370738,-62938,370733,,189583,4114562,,GUADALQUIVIR
5151,"PARTIDO, EL                        ",,1,291,292,1018,16.0,,12,12,0,5403,21005,725835,4117455,193115,4120022,-62723,371032,-62728,371028,MAXIMO 01_2015 PENDIENTE DE REVISION                                                                ,193004,4119819,,GUADALQUIVIR
