indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih,demarcacion
5152,FRAILES                            ,,1,26,368,991,916.0,1467.0,27,26,5,5252,23033,425800,4148625,425800,4148625,-35021,372851,-35026,372847,DE 2000-01 A 2004-05 MAXIMOS PENDIENTES DE REVISION                                                 ,425688,4148419,,GUADALQUIVIR
5153,QUIEBRAJANO                        ,,1,69,319,969,816.0,,12,10,0,5095,23019,438961,4162899,438961,4162899,-34130,373638,-34134,373633,,438849,4162693,,GUADALQUIVIR
5155,SANTAELLA (CABRA)                  ,,1,441,613,988,200.0,,17,17,0,5299,14002,344719,4151790,344719,4151790,-44524,372958,-44528,372953,MAXIMOS DE 2000-01 A 2004-05 Y DATOS DE 2010-11 PENDIENTES DE REVISION                              ,344607,4151584,A16,GUADALQUIVIR
5156,"CIGÜEÑA, LA                        ",,1,148,181,1001,8.0,,13,13,1,5991,41012,742321,4121587,209836,4123103,-61610,371231,-61615,371227,MAXIMOS DE 2000-01 A 2004-05 Y 04_2015 PENDIENTES DE REVISION                                       ,209725,4122899,,GUADALQUIVIR
5157,PORTACHUELO                        ,SIN DATOS                                                             ,0,36,48,1018,3.0,,0,0,0,5990,21040,733937,4115811,201100,4117868,-62156,370932,-62201,370927,,200988,4117665,,GUADALQUIVIR
5158,CAÑADA MAYOR                       ,INT 1994                                                              ,0,7,97,1018,7.0,,0,0,0,5997,21040,728491,4113608,195523,4116012,-62539,370825,-62544,370821,,195411,4115809,,GUADALQUIVIR
5159,SANTO TOME-GUADALQUIVIR            ,,1,1157,54970,907,,,5,5,0,5009,23080,488120,4209661,488120,4209661,-30807,380202,-30812,380158,,488009,4209454,,GUADALQUIVIR
5161,PARTIDO NUEVO                      ,,1,217,292,1018,17.0,,7,7,0,5403,21005,725467,4119797,192895,4122383,-62735,371149,-62740,371144,,192784,4122180,A21,GUADALQUIVIR
5163,VADILLO                            ,,1,13,23,949,909.0,,7,6,0,5950,23073,497998,4180946,497998,4180946,-30122,374631,-30126,374626,,497887,4180739,A38,GUADALQUIVIR
5164,NACIMIENTO GUADALQUIVIR            ,,1,8,54970,928,1352.0,,3,3,0,5001,23073,502254,4188260,502254,4188260,-25828,375028,-25832,375024,,502143,4188053,,GUADALQUIVIR
5165,"VILLAR, EL                         ",,1,8022,8415,965,,,3,3,0,5306,41039,314087,4164128,314087,4164128,-50622,373617,-50627,373613,,313976,4163923,I5,GUADALQUIVIR
5900,ELECTRA FUENSANTA                  ,INT 1931                                                              ,0,59,54970,907,489.0,,9,9,0,5004,23095,501190,4217130,501190,4217130,-25911,380605,-25915,380601,,501079,4216923,,GUADALQUIVIR
5906,"REINA, LA                          ",INT 1929                                                              ,0,27213,54970,943,75.0,,17,17,0,5193,14021,334423,4188967,334423,4188967,-45253,374957,-45258,374952,,334312,4188761,,GUADALQUIVIR
5907,BACIA CAMARA-MAYENA                ,INT 1914                                                              ,0,32052,54970,942,42.0,,2,2,0,5229,14049,296215,4175110,296215,4175110,-51841,374160,-51845,374155,,296104,4174905,,GUADALQUIVIR
5911,"MOLINO, EL                         ",INT 1948                                                              ,0,743,2115,863,484.0,,4,9,0,5079,23079,476443,4246659,476443,4246659,-31611,382202,-31615,382157,,476331,4246452,,GUADALQUIVIR
5913,                                   ,INT 1931                                                              ,0,2000,2479,904,370.0,,1,2,0,5118,23005,417244,4247069,417244,4247069,-35650,382202,-35655,382158,,417133,4246862,,GUADALQUIVIR
5915,PASADA DEL SALISTRAL               ,INT 1931                                                              ,0,288,408,903,177.0,,1,1,0,5146,14043,373788,4215634,373788,4215634,-42620,380445,-42625,380440,,373677,4215428,,GUADALQUIVIR
5916,VALCHILLON                         ,INT 1924                                                              ,0,2415,54970,923,82.0,,13,13,0,5167,14021,337461,4187984,337461,4187984,-45048,374927,-45053,374923,,337350,4187778,,GUADALQUIVIR
5917,PINOHERMOSO                        ,INT 1928                                                              ,0,58,347,929,1060.0,2128.0,1,1,0,5025,18046,521470,4192505,521470,4192505,-24521,375245,-24525,375241,,521359,4192298,,GUADALQUIVIR
5918,"PUENTE, EL                         ",INT 1931                                                              ,0,1690,1937,921,98.0,,1,2,0,5222,14036,305678,4197082,305678,4197082,-51236,375400,-51241,375355,,305567,4196877,,GUADALQUIVIR
5920,MAITENA                            ,INT 1931                                                              ,0,90,8415,1027,1117.0,3392.0,1,7,0,5230,18094,464162,4110854,464162,4110854,-32413,370834,-32417,370829,,464050,4110648,,GUADALQUIVIR
5924,MAITENA                            ,INT 1931                                                              ,0,672,54970,880,459.0,,1,3,0,5202,14071,313849,4233795,313849,4233795,-50736,381356,-50741,381352,,313738,4233589,,GUADALQUIVIR
5925,CARMONA-LORA                       ,INT 2019                                                              ,0,1420,1502,963,35.0,1022.0,9,9,0,5326,41024,269871,4160809,269871,4160809,-53620,373354,-53624,373349,DATOS DE 2010-11 PENDIENTES DE REVISION                                                             ,269760,4160604,,GUADALQUIVIR
5928,JEREZ DEL MARQUESADO               ,INT 1931                                                              ,0,21,28,1028,1286.0,3144.0,1,2,0,5036,18108,484930,4113900,484930,4113900,-31011,371015,-31015,371010,,484818,4113694,,GUADALQUIVIR
5933,JEREZ DEL MARQUESADO               ,INT 1931                                                              ,0,19,84,1011,1419.0,3144.0,1,4,0,5036,18108,483302,4112304,483302,4112304,-31117,370923,-31122,370918,,483190,4112098,,GUADALQUIVIR
5949,GUADALMELLATO                      ,INT 1930                                                              ,0,1210,1287,902,212.0,,12,14,0,5162,14047,353160,4211980,353160,4211980,-44024,380235,-44028,380230,,353049,4211774,,GUADALQUIVIR
5950,"BREÑA, LA                          ",INT 1968                                                              ,0,1493,1497,962,121.0,,26,33,2,5206,14005,320306,4188809,320306,4188809,-50230,374942,-50235,374938,,320195,4188603,,GUADALQUIVIR
5951,HORNACHUELOS                       ,INT 1947                                                              ,0,1782,1937,942,99.0,,2,9,0,5222,14036,303099,4189217,303099,4189217,-51414,374943,-51419,374938,,302988,4189012,,GUADALQUIVIR
5952,VILLAVERDE                         ,INT 1930                                                              ,0,45823,54970,962,18.0,,1,1,0,5353,41101,246805,4162685,246805,4162685,-55201,373433,-55205,373428,,246694,4162480,,GUADALQUIVIR
5960,PUENTE DE GOR                      ,SIN DATOS                                                             ,0,41,110,993,1222.0,2223.0,0,4,0,5042,18085,503222,4136199,503222,4136199,-25749,372219,-25754,372214,,503111,4135992,,GUADALQUIVIR
5961,GUADIX                             ,INT 2012. HASTA EL AÑO HIDROLOGICO 2011-12 EL INDICATIVO ERA 5161     ,0,525,605,1011,885.0,,3,3,0,5036,18089,487383,4130060,487383,4130060,-30833,371859,-30837,371855,DATOS DE 2010-11 PENDIENTES DE REVISION                                                             ,487271,4129854,A01,GUADALQUIVIR
5999,HAZA DE LA VIRGEN                  ,SIN DATOS                                                             ,0,10,28,1027,1783.0,3144.0,0,2,0,5036,18108,481125,4110208,481125,4110208,-31245,370815,-31250,370810,,481013,4110002,,GUADALQUIVIR
4001,LAGUNA CONCEJO                     ,INT 1977                                                              ,0,478,66889,788,840.0,1072.0,40,40,0,4001,2057,514964,4308897,514964,4308897,-24939,385542,-24943,385537,,514854,4308689,,GUADIANA
4002,LAGUNA DE SAN PEDRO                ,INT 1977                                                              ,0,716,66889,788,820.0,1074.0,32,32,0,4001,2057,513477,4309880,513477,4309880,-25040,385614,-25045,385609,,513367,4309672,,GUADIANA
4003,LAGUNA DEL REY                     ,INT 1983                                                              ,0,848,66889,787,780.0,,24,24,0,4001,13902,509739,4313929,509739,4313929,-25315,385825,-25320,385821,,509629,4313721,,GUADIANA
4004,"CUBETA, LA                         ",,1,856,66889,787,758.0,1074.0,87,97,39,4001,13902,509352,4314500,509352,4314500,-25331,385844,-25336,385839,"CG 2005-11, DATOS 2010-11 Y 2019-20 PROVISIONAL. FIABILIDAD ESCASA CG 2013-14 PARA VALORES ALTOS    ",509242,4314292,CR1-26,GUADIANA
4007,TORREBLANCA                        ,INT 1959                                                              ,0,16130,66889,759,600.0,,37,47,0,4029,13034,413463,4323317,413463,4323317,-40000,390314,-40005,390310,,413352,4323110,,GUADIANA
4008,BALBUENA O VALBUENA                ,INT 2002                                                              ,0,18816,66889,784,558.0,1208.0,46,46,31,4031,13035,403400,4305701,403400,4305701,-40650,385339,-40655,385335,,403289,4305494,,GUADIANA
4009,LUCIANA                            ,INT 2010                                                              ,0,21072,66889,783,525.0,1430.0,48,53,14,4041,13051,386906,4315891,386906,4315891,-41820,385903,-41825,385858,"CURVAS DE GASTO 2005-06 A 2008-09 PROVISIONALES, PENDIENTES DE REVISION                             ",386795,4315684,,GUADIANA
4010,CIJARA                             ,INT 1931                                                              ,0,24354,66889,708,375.0,,14,18,0,4059,10017,326193,4359937,326193,4359937,-50103,392215,-50108,392210,,326083,4359730,,GUADIANA
4011,PUENTE DE RETAMA                   ,INT 1976                                                              ,0,22136,66889,758,490.0,1430.0,3,3,0,4045,13068,370894,4320015,370894,4320015,-42929,390108,-42933,390104,,370784,4319808,,GUADIANA
4012,GARCIA SOLA                        ,INT 1978                                                              ,0,25750,66889,756,318.0,1447.0,23,26,0,4065,6127,311516,4334664,311516,4334664,-51051,390824,-51056,390820,,311406,4334457,,GUADIANA
4013,ORELLANA                           ,INT 2001                                                              ,0,26125,66889,754,258.0,1447.0,35,35,0,4065,6044,270676,4322371,270676,4322371,-53856,390111,-53900,390106,,270566,4322165,,GUADIANA
4014,VILLANUEVA DE LA SERENA            ,,1,34771,66889,754,250.0,1447.0,94,102,26,4085,6153,257617,4322899,257617,4322899,-54759,390115,-54803,390111,CG 2005-11 Y DATOS 2010-11 PROVISIONALES. FIABILIDAD ESCASA CG 2013-14 PARA VALORES ELEVADOS        ,257507,4322693,,GUADIANA
4015,MERIDA                             ,,1,41924,66889,777,205.0,1601.0,32,32,0,4110,6083,729885,4310751,209637,4312742,-62055,385454,-62100,385449,"CURVAS DE GASTO 2005-06 A 2008-09 PROVISIONALES, PENDIENTES DE REVISION                             ",209528,4312536,,GUADIANA
4016,MEDELLIN                           ,INT 1931                                                              ,0,37216,66889,778,238.0,,14,19,0,4095,6080,243442,4317566,243442,4317566,-55740,385808,-55745,385804,,243333,4317360,,GUADIANA
4017,MIRALRIO                           ,INT 1931                                                              ,0,41921,66889,777,205.0,,18,27,0,4110,6083,730356,4310040,210060,4312001,-62037,385430,-62041,385426,,209951,4311795,,GUADIANA
4018,PUENTE DE PALMAS                   ,INT 1995                                                              ,0,48515,66889,775,165.0,1601.0,73,82,7,4142,6015,675588,4305874,155097,4311445,-65833,385301,-65838,385256,,154989,4311240,,GUADIANA
4019,BENAVIDES                          ,INT 1999                                                              ,0,48570,66889,801,155.0,,67,77,6,4142,6015,666903,4300998,146100,4307145,-70437,385029,-70442,385024,,145992,4306940,,GUADIANA
4020,MONTE DE VINHA                     ,SIN DATOS                                                             ,0,49500,66889,775,150.0,1601.0,0,0,0,4142,6015,666523,4300280,145673,4306453,-70454,385006,-70458,385001,,145565,4306248,,GUADIANA
4022,MAGADALENA                         ,INT 1923                                                              ,0,874,66889,787,745.0,,11,11,0,4001,13019,508001,4316253,508001,4316253,-25427,385941,-25432,385936,,507890,4316045,,GUADIANA
4024,PUENTE NAVARRO                     ,INT 1984                                                              ,0,14497,66889,760,615.0,,9,9,7,4025,13039,434137,4329728,434137,4329728,-34542,390649,-34547,390645,,434026,4329521,,GUADIANA
4027,PUENTE DE LOS SUSPIROS             ,SIN DATOS                                                             ,0,43210,66889,776,182.0,,0,0,0,4116,6103,707349,4304399,186720,4307883,-63637,385148,-63642,385144,,186611,4307678,,GUADIANA
4028,VADO DE TALAVERA LA REAL           ,INT 1977                                                              ,0,44671,66889,776,178.0,1601.0,4,3,2,4122,6015,693951,4308751,173627,4313110,-64548,385420,-64553,385416,,173518,4312905,,GUADIANA
4029,BADEN DE TORREMAYOR                ,INT 1979                                                              ,0,42563,66889,777,195.0,,4,4,3,4114,6083,718501,4307373,198050,4310119,-62851,385315,-62856,385310,,197941,4309914,,GUADIANA
4030,AZUD DE BADAJOZ                    ,,1,48530,66889,775,166.0,1601.0,26,26,9,4142,6015,672127,4303542,151486,4309343,-70058,385148,-70103,385143,CG 2005-06 A 2009-10 PROVIS. POCA FIABILIDAD CG 2013-14 VALORES ALTOS. 2016-17 Y 2019-20 PROVISIONAL,151378,4309138,E2-25,GUADIANA
4101,VALLEHERMOSO                       ,INT 1996                                                              ,0,470,1721,787,742.0,1087.0,74,84,25,4004,13010,487067,4299903,487067,4299903,-30857,385050,-30901,385046,,486956,4299696,,GUADIANA
4102,DAIMIEL                            ,,1,1699,1721,760,619.0,1887.0,64,62,15,4006,13039,448198,4325541,448198,4325541,-33556,390436,-33601,390432,"LOS DATOS DE 2006-07, 2010-11 y 2019-20 SON PROVISIONALES, PENDIENTES DE REVISION                   ",448087,4325334,CR1-03,GUADIANA
4103,PUENTE MORENA                      ,INT 2002                                                              ,0,2337,2362,784,580.0,1037.0,54,54,30,4030,13035,411672,4305173,411672,4305173,-40106,385325,-40111,385321,,411561,4304966,,GUADIANA
4104,ZUJAR                              ,INT 1978                                                              ,0,7637,8511,780,275.0,1252.0,16,16,0,4082,6036,285128,4310682,285128,4310682,-52842,385505,-52847,385501,,285018,4310476,,GUADIANA
4105,VILLANUEVA DE LA SERENA            ,,1,8508,8511,754,250.0,1252.0,69,75,1,4084,6153,261223,4320637,261223,4320637,-54526,390006,-54531,390001,"CURVAS DE GASTO 2005-06 A 2008-09 PROVISIONALES, PENDIENTES DE REVISION                             ",261113,4320431,,GUADIANA
4108,ABENOJAR                           ,,1,734,912,783,569.0,1004.0,34,32,11,4042,13001,378263,4305627,378263,4305627,-42413,385326,-42418,385321,"LOS DATOS DE 2008-09, 2010-11 y 2019-20 SON PROVISIONALES, PENDIENTES DE REVISION                   ",378152,4305420,CR1-22,GUADIANA
4109,CARRIZOSA                          ,SIN DATOS                                                             ,0,75,1721,813,810.0,,0,0,0,4002,13057,499870,4296696,499870,4296696,-30005,384906,-30010,384902,,499759,4296489,,GUADIANA
4121,PEÑARROYA                          ,,1,950,66889,783,704.0,,4,4,0,4001,13019,498552,4323086,498552,4323086,-30100,390322,-30105,390318,LOS DATOS DE 2010-11 SON PROVISIONALES PENDIENTES DE REVISION                                       ,498441,4322878,CR1-01,GUADIANA
