gauge_id,gauge_name,gauge_lon,gauge_lat,country,area
3233,VALDECABA BAJA,-3.5332,39.5328,Spain,257.748985778195
3234,JARAIZ DE LA VERA,-5.425,40.0021,Spain,225.3343908439255
3235,NUÑOMORAL,-6.1123,40.2301,Spain,108.4474931013802
3242,CASAR DE PALOMERO,-6.1552,40.181,Spain,188.4452688124576
3244,CAMPILLO DE DELEITOSA,-5.3503,39.4326,Spain,139.14392361372515
3246,AYUELA,-6.2916,39.2004,Spain,315.0545362197316
3250,TRUJILLO,-5.5533,39.2727,Spain,163.27654164179796
3251,"PUEBLANUEVA, LA",-4.4218,39.5507,Spain,221.39535849228136
3253,ALCANTARA,-6.5935,39.3423,Spain,206.7919761911545
3255,TORRE DEL BURGO,-3.0452,40.4749,Spain,239.4248553953058
3256,ALDEANUEVA DE BARBARROYA,-5.0329,39.4429,Spain,367.2521599210906
3261,MAJADA,-5.2611,40.0324,Spain,2133.295807308069
3268,TARAVILLAS,-1.5758,40.4047,Spain,185.175343288804
3269,CERECEDA,-2.3905,40.3805,Spain,105.61515396922545
3276,TORREJON,-6.0131,39.4811,Spain,158.71370914905776
3278,VALENCIA DE ALCANTARA,-7.1224,39.2759,Spain,168.07198263224777
3279,TRUJILLO,-5.5436,39.362,Spain,290.32655831620565
4207,MALAGON (P. DERV.) VERTIDOS,-3.5247,39.103,Spain,431.2876157687397
4212,ALIA,-5.0146,39.2236,Spain,254.8411486156797
4214,PUENTE DE LUCIANA,-4.1714,38.5906,Spain,2035.0557383987205
4255,BADAJOZ,-6.5729,38.5455,Spain,2094.062324815228
5045,LOJA,-4.1,37.103,Spain,4070.511155164712
5050,GÜEJAR-SIERRA,-3.2604,37.0915,Spain,152.38653811206325
5056,GERENA,-6.1122,37.3126,Spain,154.46111664762617
5083,PUENTE NUEVO,-3.4443,37.4703,Spain,786.0666311721047
5107,MARMOLEJO,-4.8206,38.1409,Spain,485.46455655352463
5123,MADREFUENTES,-5.212,37.3943,Spain,353.9581606613806
5136,SANTO TOME,-3.0617,38.0127,Spain,189.90234370941008
5138,PUERTOLLANO,-4.0109,38.3934,Spain,211.46679754451333
5140,VILLANUEVA DE LAS TORRES,-3.0619,37.3205,Spain,1660.384583194453
5141,MONTORO,-4.2543,38.0226,Spain,402.51720924244574
5142,PORCUNA,-4.1251,37.5233,Spain,657.4622373395683
5145,"PEDROSO, EL",-5.4359,37.5112,Spain,297.8210933871732
7112,CALASPARRA (NUEVA),-1.4204,38.1502,Spain,5981.670846222211
7121,RINCON DE BENISCORNIA,-1.0959,37.5906,Spain,10872.718791783866
8018,ZAGRA,-1.0847,39.5025,Spain,3931.0785866542647
8027,TERUEL,-1.0717,40.2126,Spain,1418.9500343186903
8028,VILLALBA ALTA,-0.5833,40.3653,Spain,482.62125740323785
8029,MONTABERNER,-0.2944,38.5331,Spain,319.697004748474
8060,REQUENA,-1.07,39.2842,Spain,704.2309842065969
8087,BELMONTEJO,-2.2042,39.4906,Spain,185.7762990635997
8090,PAJARONCILLO,-1.424,39.5625,Spain,832.6927622728297
8091,CASTELLAR,-2.1718,39.5108,Spain,1888.192768936816
8092,CAMPORROBLES,-1.3329,39.4001,Spain,680.0387995509285
8103,TORREALTA,-1.153,40.0656,Spain,3001.1548573421105
8104,LOS SANTOS,-1.1719,40.0629,Spain,241.6801935587952
8118,VALVERDE DE JUCAR,-2.1151,39.4416,Spain,260.42472108680903
8120,CALLES,-0.5722,39.4306,Spain,421.7321143909687
8126,VENTA DE JUAN ROMERO,-1.5055,40.1319,Spain,276.01374884416344
8134,ARENOS ENTRADA E. (C.E. LOS CANTOS),-0.3622,40.0657,Spain,1408.097914755036
8140,HUERCEMES,-1.4216,39.4313,Spain,803.7219587639705
8148,JERICA,-0.3245,39.5338,Spain,327.6689171281371
8149,GEA DE ALBARRACIN,-1.1726,40.2339,Spain,734.5640062359621
9002,CASTEJON,-1.4141,42.1048,Spain,25111.2454908524
9003,ANDOSILLA,-1.5656,42.2227,Spain,1291.0524134654609
9004,FUNES,-1.4804,42.1853,Spain,2969.8829491679144
9011,ZARAGOZA,-0.5252,41.3931,Spain,40876.53424779484
9020,PUIGCERDA,1.5431,42.2649,Spain,154.9215023925919
9021,PUIGCERDA,1.5559,42.2525,Spain,266.7670109179475
9023,SEO DE URGEL,1.2735,42.2109,Spain,1230.6224663409375
9030,SANTOLEA,-0.2206,40.4423,Spain,1010.4663793148756
9033,PERALTA DE ALCOFEA,-0.0732,41.5446,Spain,761.2289222439921
9038,TORREMONTALVO,-2.4103,42.2954,Spain,1099.5106510877624
9040,BOLTAÑA,0.4642,42.261,Spain,624.4027840468976
9041,NAVARRETE DEL RIO,-1.1536,40.5549,Spain,377.56848182531
9044,YANGUAS,-2.1956,42.0617,Spain,225.61115847755036
9051,ESCALONA,0.0901,42.2841,Spain,793.5181454380433
9061,JAVIERREGAY,-0.4516,42.3437,Spain,351.0888776602543
9062,BINIES,-0.471,42.3921,Spain,162.71842999207598
9063,SIGÜES,-1.0044,42.3842,Spain,505.3118619987122
9064,ASPURZ,-1.0937,42.4251,Spain,396.68732062553937
9067,OLAVE,-1.3624,42.5326,Spain,230.90966346342253
9068,ASIAIN,-1.4714,42.4948,Spain,928.7818040070364
9069,ECHAURI,-1.4724,42.4727,Spain,1881.947724016474
9070,ERAUL,-2.0255,42.413,Spain,166.45163758227625
9071,ESTELLA,-2.0209,42.4016,Spain,788.3550736712973
9073,SANGÜESA,-1.1519,42.3307,Spain,233.33096421230923
9074,ARCE,-2.5349,42.4038,Spain,1362.835012613957
9075,BERANTEVILLA,-2.5303,42.4051,Spain,306.79940072745285
9079,URROZ,-1.2424,42.4614,Spain,202.68441218462283
9087,GRISEN,-1.1033,41.4358,Spain,10109.144491947318
9088,PITARQUE,-0.36,40.3734,Spain,279.9476402097851
9089,ZARAGOZA,-0.5031,41.401,Spain,3939.403504597164
9092,TRESPADERNE,-3.2406,42.4809,Spain,1092.485411255673
9093,OÑA,-3.245,42.4407,Spain,1033.241412110989
9095,BARBASTRO,0.0754,42.0145,Spain,331.63817832345114
9120,MENDAVIA,-2.122,42.2457,Spain,11975.497715301435
9139,IGEA,-2.0041,42.0428,Spain,324.961375851285
9158,SAN MIGUEL DE PEDROSO,-3.1248,42.2311,Spain,190.078348348843
9159,HUARTE,1.3453,42.5153,Spain,174.81659875287536
9165,MIRANDA DE EBRO,-2.5541,42.412,Spain,312.9379938451478
9166,VIRUES,-3.2126,42.4829,Spain,292.25580937802505
9170,YESA C.E.,-0.5956,42.3635,Spain,1478.7177859347585
9177,BATEA,0.1234,41.0623,Spain,330.36273475441294
9184,ATECA,-1.4725,41.2003,Spain,423.7064418493653
9187,ERLA,-0.5646,42.0658,Spain,262.11290370466213
9188,BERGUENDA,-3.0241,42.4701,Spain,346.30889099400207
9189,ORON,-2.5846,42.4014,Spain,216.3889036243334
9197,LEZA DE RIO LEZA,-2.2428,42.1949,Spain,282.9744143626683
9203,REINOSA,-4.0852,42.5918,Spain,144.64291268684744
9215,CERVERUELA,-1.1246,41.1257,Spain,353.1450606174491
9252,ESCALO,1.0919,42.3304,Spain,441.4950689403632
9254,MEDINA DE POMAR,-3.2849,42.5549,Spain,468.12659511929166
9255,ORTILLA,-0.3725,42.0912,Spain,199.69899686389425
9256,ISOBOL,1.4851,42.2221,Spain,655.309321301367
9261,TRASOBARES,-1.3825,41.3829,Spain,120.76690484467446
9263,GELSA,-0.2834,41.2353,Spain,47617.30915004037
9265,TIRVIA,1.136,42.3104,Spain,408.75357658243536
9270,PAMPLONA,-1.4001,42.4751,Spain,229.66408242072487
9271,CANFRANC ANTIGUO,-0.3131,42.4311,Spain,102.6692046723948
9279,VALDELATEJA,-3.4603,42.4628,Spain,513.9061527246915
9281,HARO,-2.5238,42.3444,Spain,1212.5507896052031
9282,MARTES,-0.5258,42.3529,Spain,1082.3714813251709
9283,VILLARCAYO,-3.3424,42.5648,Spain,266.1587775963086
9284,TUDELA,-1.3602,42.0401,Spain,25340.178996976465
9287,BIJUESCA,-1.552,41.3228,Spain,149.93942958940886
9291,LUNA,-0.5541,42.0459,Spain,112.4091417531744
9317,VITORIA-ABETXUKO,-2.4036,42.5223,Spain,677.0496949229749
9321,ETXARREN,-1.5049,42.5447,Spain,558.3376779362786
9322,IRURTZUN,-1.5013,42.551,Spain,234.0681810893461
9323,PAMPLONA,-1.3809,42.4902,Spain,500.3457898384817
9324,ARAZURI,-1.4335,42.4852,Spain,806.2175773238289
9327,OLITE,-1.3827,42.286,Spain,243.3549630551992
9328,ARQUIJAS,-2.1704,42.4055,Spain,410.2383780094304
